"id","tags"
"31565","quantum-mechanics wavefunction fermions pauli-exclusion-principle spin-statistics"
"35528","black-holes neutron-stars supernova"
"38823","fluid-dynamics air aircraft evaporation"
"39467","special-relativity faster-than-light"
"41132","statistics data-analysis"
"41953","quantum-mechanics homework-and-exercises harmonic-oscillator spring"
"54415","mass quantum-gravity higgs-boson carrier-particles"
"59637","specific-reference home-experiment laser"
"65460","electricity potential electric-current batteries"
"71257","fluid-dynamics resource-recommendations education aerodynamics"
"105957","fluid-dynamics newtonian-gravity pressure home-experiment"
"109226","relative-motion coriolis-effect"
"136587","thermodynamics thermal-radiation thermal-conductivity"
"143170","forces rotational-dynamics rotation"
"149468","resource-recommendations conformal-field-theory"
"179622","homework-and-exercises forces angular-momentum torque angular-velocity"
"249823","special-relativity inertial-frames observers thought-experiment"
"250088","angular-momentum energy-conservation rotational-dynamics momentum collision"
"264269","quantum-mechanics hydrogen interactions dipole-moment"
